Cities of France	Postal code
Montmachoux 	77940
Montolivet 	77320
Montry 	77450
Moret-sur-Loing 	77250
Mormant 	77720
Mortcerf 	77163
Mortery 	77160
Mouroux 	77120
Mousseaux-lès-Bray 	77480
Moussy-le-Neuf 	77230
Moussy-le-Vieux 	77230
Mouy-sur-Seine 	77480
Nandy 	77176
Nangis 	77370
Nanteau-sur-Essonne 	77760
Nanteau-sur-Lunain 	77710
Nanteuil-lès-Meaux 	77100
Nanteuil-sur-Marne 	77730
Nantouillet 	77230
Nemours 	77140
Neufmoutiers-en-Brie 	77610
Noisiel 	77186
Noisy-Rudignon 	77940
Noisy-sur-Ecole 	77123
Nonville 	77140
Noyen-sur-Seine 	77114
Obsonville 	77890
Ocquerre 	77440
Oissery 	77178
Orly-sur-Morin 	77750
Ormesson 	77167
Othis 	77280
Ozoir-la-Ferrière 	77330
Ozouer-le-Voulgis 	77390
Paley 	77710
Pamfou 	77830
Paroy 	77520
Passy-sur-Seine 	77480
Pécy 	77970
Penchard 	77124
Perthes 	77930
Pézarches 	77131
Pierre-Levée 	77580
Poigny 	77160
Poincy 	77470
Poligny 	77167
Pommeuse 	77515
Pomponne 	77400
Pontault-Combault 	77340
Pontcarré 	77135
Précy-sur-Marne 	77410
Presles-en-Brie 	77220
Pringy 	77310
Provins 	77160
Puisieux 	77139
Quiers 	77720
Quincy-Voisins 	77860
Rampillon 	77370
Réau 	77550
Rebais 	77510
Recloses 	77760
Remauville 	77710
Reuil-en-Brie 	77260
Roissy-en-Brie 	77680
Rouilly 	77160
Rouvres 	77230
Rozay-en-Brie 	77540
Rubelles 	77950
Rumont 	77760
Rupéreux 	77560
Saâcy-sur-Marne 	77730
Sablonnières 	77510
Saint-Ange-le-Viel 	77710
Saint-Augustin 	77515
Saint-Barthélemy 	77320
Saint-Brice 	77160
Saint-Cyr-sur-Morin 	77750
Saint-Denis-lès-Rebais 	77510
Saint-Fargeau-Ponthierry 	77310
Saint-Fiacre 	77470
Saint-Germain-Laval 	77130
Saint-Germain-Laxis 	77950
Saint-Germain-sous-Doue 	77169
Saint-Germain-sur-Ecole 	77930
Saint-Germain-sur-Morin 	77860
Saint-Hilliers 	77160
Saint-Jean-les-Deux-Jumeaux 	77660
Saint-Just-en-Brie 	77370
Saint-Léger 	77510
Saint-Loup-de-Naud 	77650
Saint-Mammès 	77670
Saint-Mard 	77230
Saint-Mars-Vieux-Maisons 	77320
Saint-Martin-des-Champs 	77320
Saint-Martin-du-Boschet 	77320
Saint-Martin-en-Bière 	77630
Saint-Méry 	77720
Saint-Mesmes 	77410
Saint-Ouen-en-Brie 	77720
Saint-Ouen-sur-Morin 	77750
Saint-Pathus 	77178
Saint-Pierre-lès-Nemours 	77140
Saint-Rémy-la-Vanne 	77320
Saint-Sauveur-lès-Bray 	77480
Saint-Sauveur-sur-Ecole 	77930
Saint-Siméon 	77169
Saint-Soupplets 	77165
Saint-Thibault-des-Vignes 	77400
Sainte-Aulde 	77260
Sainte-Colombe 	77650
Saints 	77120
Salins 	77148
Sammeron 	77260
Samois-sur-Seine 	77920
Samoreau 	77210
Sancy-Lès-Meaux 	77580
Sancy-lès-Provins 	77320
Savigny-le-Temple 	77176
Savins 	77650
Seine-Port 	77240
Sept-Sorts 	77260
Serris 	77700
Servon 	77170
Signy-Signets 	77640
Sigy 	77520
Sivry-Courtry 	77115
Sognolles-en-Montois 	77520
Soignolles-en-Brie 	77111
Soisy-Bouy 	77650
Solers 	77111
Souppes-sur-Loing 	77460
Sourdun 	77171
Tancrou 	77440
Thénisy 	77520
Thieux 	77230
Thomery 	77810
Thorigny-sur-Marne 	77400
Thoury-Férottes 	77940
Tigeaux 	77163
Torcy 	77200
Touquin 	77131
Tournan-en-Brie 	77220
Tousson 	77123
Treuzy-Levelay 	77710
Trilbardou 	77450
Trilport 	77470
Trocy-en-Multien 	77440
Ury 	77760
Ussy-sur-Marne 	77260
Vaires-sur-Marne 	77360
Valence-en-Brie 	77830
Vanvillé 	77370
Varennes-sur-Seine 	77130
Varreddes 	77910
Vaucourtois 	77580
Vaudoy-en-Brie 	77141
Vaux-le-Pénil 	77000
Vaux-sur-Lunain 	77710
Vendrest 	77440
Veneux-les-Sablons 	77250
Verdelot 	77510
Verneuil-l'Etang 	77390
Vernou-la-Celle-sur-Seine 	77670
Vert-Saint-Denis 	77240
Vieux-Champagne 	77370
Vignely 	77450
Ville-Saint-Jacques 	77130
Villebéon 	77710
Villecerf 	77250
Villemaréchal 	77710
Villemareuil 	77470
Villemer 	77250
Villenauxe-la-Petite 	77480
Villeneuve-le-Comte 	77174
Villeneuve-les-Bordes 	77154
Villeneuve-Saint-Denis 	77174
Villeneuve-sous-Dammartin 	77230
Villeneuve-sur-Bellot 	77510
Villenoy 	77124
Villeparisis 	77270
Villeroy 	77410
Villevaudé 	77410
Villiers-en-Bière 	77190
Villiers-Saint-Georges 	77560
Villiers-sous-Grez 	77760
Villiers-sur-Morin 	77580
Villiers-sur-Seine 	77114
Villuis 	77480
Vimpelles 	77520
Vinantes 	77230
Vincy-Manœuvre 	77139
Voinsles 	77540
Voisenon 	77950
Voulangis 	77580
Voulton 	77560
Voulx 	77940
Vulaines-lès-Provins 	77160
Vulaines-sur-Seine 	77870
Yèbles 	77390
Seine-Saint-Denis	18835
Aubervilliers 	93300
Aulnay-sous-Bois 	93600
Bagnolet 	93170
Bobigny 	93000
Bondy 	93140
Clichy-sous-Bois 	93390
Coubron 	93470
Drancy 	93700
Dugny 	93440
Epinay-sur-Seine 	93800
Gagny 	93220
Gournay-sur-Marne 	93460
L'Ile-Saint-Denis 	93450
La Courneuve 	93120
Le Blanc-Mesnil 	93150
Le Bourget 	93350
Le Pré-Saint-Gervais 	93310
Le Raincy 	93340
Les Lilas 	93260
Les Pavillons-sous-Bois 	93320
Livry-Gargan 	93190
Montfermeil 	93370
Montreuil 	93100
Neuilly-Plaisance 	93360
Neuilly-sur-Marne 	93330
Noisy-le-Grand 	93160
Noisy-le-Sec 	93130
Pantin 	93500
Pierrefitte-sur-Seine 	93380
Romainville 	93230
Rosny-sous-Bois 	93110
Saint-Denis 	93200
Saint-Ouen 	93400
Sevran 	93270
Stains 	93240
Tremblay-en-France 	93290
Vaujours 	93410
Villemomble 	93250
Villepinte 	93420
Villetaneuse 	93430
Val-d'Oise	18835
Ableiges 	95450
Aincourt 	95510
Ambleville 	95710
Amenucourt 	95510
Andilly 	95580
Argenteuil 	95100
Arnouville-lès-Gonesse 	95400
Arronville 	95810
Arthies 	95420
Asnières-sur-Oise 	95270
Attainville 	95570
Auvers-sur-Oise 	95430
Avernes 	95450
Baillet-en-France 	95560
Banthelu 	95420
Beauchamp 	95250
Beaumont-sur-Oise 	95260
Bellefontaine 	95270
Belloy-en-France 	95270
Bernes-sur-Oise 	95340
Berville 	95810
Bessancourt 	95550
Béthemont-la-Forêt 	95840
Bezons 	95870
Boisemont 	95000
Boissy-l'Aillerie 	95650
Bonneuil-en-France 	95500
Bouffémont 	95570
Bouqueval 	95720
Bray-et-Lû 	95710
Bréançon 	95640
Brignancourt 	95640
Bruyères-sur-Oise 	95820
Buhy 	95770
Butry-sur-Oise 	95430
Cergy 	95000
Champagne-sur-Oise 	95660
Charmont 	95420
Chars 	95750
Châtenay-en-France 	95190
Chaumontel 	95270
Chaussy 	95710
Chauvry 	95560
Chennevières-lès-Louvres 	95380
Chérence 	95510
Cléry-en-Vexin 	95420
Commeny 	95450
Condécourt 	95450
Cormeilles-en-Parisis 	95240
Cormeilles-en-Vexin 	95830
Courcelles-sur-Viosne 	95650
Courdimanche 	95800
Deuil-la-Barre 	95170
Domont 	95330
Eaubonne 	95600
Ecouen 	95440
Enghien-les-Bains 	95880
Ennery 	95300
Epiais-lès-Louvres 	95380
Epiais-Rhus 	95810
Epinay-Champlâtreux 	95270
Eragny 	95610
Ermont 	95120
Ezanville 	95460
Fontenay-en-Parisis 	95190
Fosses 	95470
Franconville 	95130
Frémainville 	95450
Frémécourt 	95830
Frépillon 	95740
Frouville 	95690
Gadancourt 	95450
Garges-lès-Gonesse 	95140
Genainville 	95420
Génicourt 	95650
Gonesse 	95500
Goussainville 	95190
Gouzangrez 	95450
Grisy-les-Plâtres 	95810
Groslay 	95410
Guiry-en-Vexin 	95450
Haravilliers 	95640
Haute-Isle 	95780
Hédouville 	95690
Herblay 	95220
Hérouville 	95300
Hodent 	95420
Jagny-sous-Bois 	95850
Jouy-le-Moutier 	95280
L'Isle-Adam 	95290
La Chapelle-en-Vexin 	95420
La Frette-sur-Seine 	95530
La Roche-Guyon 	95780
Labbeville 	95690
Lassy 	95270
Le Bellay-en-Vexin 	95750
Le Heaulme 	95640
Le Mesnil-Aubry 	95720
Le Perchay 	95450
Le Plessis-Bouchard 	95130
Le Plessis-Gassot 	95720
Le Plessis-Luzarches 	95270
Le Thillay 	95500
Livilliers 	95300
Longuesse 	95450
Louvres 	95380
Luzarches 	95270
Maffliers 	95560
Magny-en-Vexin 	95420
Mareil-en-France 	95850
Margency 	95580
Marines 	95640
Marly-la-Ville 	95670
Maudétour-en-Vexin 	95420
Menouville 	95810
Menucourt 	95180
Mériel 	95630
Méry-sur-Oise 	95540
Moisselles 	95570
Montgeroult 	95650
Montigny-lès-Cormeilles 	95370
Montlignon 	95680
Montmagny 	95360
Montmorency 	95160
Montreuil-sur-Epte 	95770
Montsoult 	95560
Mours 	95260
Moussy 	95640
Nerville-la-Forêt 	95590
Nesles-la-Vallée 	95690
Neuilly-en-Vexin 	95640
Neuville-sur-Oise 	95000
Nointel 	95590
Noisy-sur-Oise 	95270
Nucourt 	95420
Omerville 	95420
Osny 	95520
Parmain 	95620
Persan 	95340
Pierrelaye 	95220
Pierrelaye 	95480
Piscop 	95350
Pontoise 	95000
Presles 	95590
Puiseux-en-France 	95380
Puiseux-Pontoise 	95650
Roissy-en-France 	95700
Ronquerolles 	95340
Sagy 	95450
Saint-Brice-sous-Forêt 	95350
Saint-Clair-sur-Epte 	95770
Saint-Cyr-en-Arthies 	95510
Saint-Gervais 	95420
Saint-Gratien 	95210
Saint-Leu-la-Forêt 	95320
Saint-Martin-du-Tertre 	95270
Saint-Ouen-l'Aumône 	95310
Saint-Prix 	95390
Saint-Witz 	95470
Sannois 	95110
Santeuil 	95640
Sarcelles 	95200
Seraincourt 	95450
Seugy 	95270
Soisy-sous-Montmorency 	95230
Survilliers 	95470
Taverny 	95150
Théméricourt 	95450
Theuville 	95810
Us 	95450
Vallangoujard 	95810
Valmondois 	95760
Vaudherland 	95500
Vauréal 	95490
Vémars 	95470
Vétheuil 	95510
Viarmes 	95270
Vienne-en-Arthies 	95510
Vigny 	95450
Villaines-sous-Bois 	95570
Villeron 	95380
Villers-en-Arthies 	95510
Villiers-Adam 	95840
Villiers-le-Bel 	95400
Villiers-le-Sec 	95720
Wy-dit-Joli-Village 	95420
Val-de-Marne	18835
Ablon-sur-Seine 	94480
Alfortville 	94140
Arcueil 	94110
Boissy-Saint-Léger 	94470
Bonneuil-sur-Marne 	94380
Bry-sur-Marne 	94360
Cachan 	94230
Champigny-sur-Marne 	94500
Charenton-le-Pont 	94220
Chennevières-sur-Marne 	94430
Chevilly-Larue 	94550
Choisy-le-Roi 	94600
Créteil 	94000
Fontenay-sous-Bois 	94120
Fresnes 	94260
Gentilly 	94250
Ivry-sur-Seine 	94200
Joinville-le-Pont 	94340
L'Hay-les-Roses 	94240
La Varenne-Saint-Hilaire 	94210
La-Queue-en-Brie 	94510
Le Kremlin-Bicêtre 	94270
Le Perreux-sur-Marne 	94170
Le Plessis-Trévise 	94420
Limeil-Brévannes 	94450
Maisons-Alfort 	94700
Mandres-les-Roses 	94520
Marolles-en-Brie 	94440
Nogent-sur-Marne 	94130
Noiseau 	94880
Orly 	94310
Ormesson-sur-Marne 	94490
Périgny-sur-Yerres 	94520
Rungis 	94150
Saint-Mandé 	94160
Saint-Maur-des-Fossés 	94100
Saint-Maurice 	94410
Santeny 	94440
Sucy-en-Brie 	94370
Thiais 	94320
Valenton 	94460
Villecresnes 	94440
Villejuif 	94800
Villeneuve-le-Roi 	94290
Villeneuve-Saint-Georges 	94190
Villiers-sur-Marne 	94350
Vincennes 	94300
Vitry-sur-Seine 	94400
Yvelines	18835
Ablis 	78660
Achères 	78260
Adainville 	78113
Aigremont 	78240
Allainville 	78660
Andelu 	78770
Andrésy 	78570
Arnouville-lès-Mantes 	78790
Aubergenville 	78410
Auffargis 	78610
Auffreville-Brasseuil 	78930
Aulnay-sur-Mauldre 	78126
Auteuil 	78770
Autouillet 	78770
Bailly 	78870
Bazainville 	78550
Bazemont 	78580
Bazoches-sur-Guyonne 	78490
Béhoust 	78910
Bennecourt 	78270
Beynes 	78650
Blaru 	78270
Boinville-en-Mantois 	78930
Boinville-le-Gaillard 	78660
Boinvilliers 	78200
Bois-d'Arcy 	78390
Boissets 	78910
Boissy-Mauvoisin 	78200
Boissy-sans-Avoir 	78490
Bonnelles 	78830
Bonnières-sur-Seine 	78270
Bouafle 	78410
Bougival 	78380
Bourdonné 	78113
Breuil-Bois-Robert 	78930
Bréval 	78980
Brueil-en-Vexin 	78440
Buc 	78530
Buchelay 	78200
Bullion 	78830
Carrières-sous-Poissy 	78955
Carrières-sur-Seine 	78420
Cernay-la-Ville 	78720
Chambourcy 	78240
Chanteloup-les-Vignes 	78570
Chapet 	78130
Châteaufort 	78117
Chatou 	78400
Chaufour-lès-Bonnières 	78270
Chavenay 	78450
Chevreuse 	78460
Choisel 	78460
Civry-la-Forêt 	78910
Clairefontaine-en-Yvelines 	78120
Coignières 	78310
Condé-sur-Vesgre 	78113
Conflans-Sainte-Honorine 	78700
Courgent 	78790
Cravent 	78270
Crespières 	78121
Croissy-sur-Seine 	78290
Dammartin-en-Serve 	78111
Dampierre-en-Yvelines 	78720
Dannemarie 	78550
Davron 	78810
Drocourt 	78440
Ecquevilly 	78920
Elancourt 	78990
Emancé 	78125
Epône 	78680
Evecquemont 	78740
Favrieux 	78200
Feucherolles 	78810
Flacourt 	78200
Flexanville 	78910
Flins-Neuve-Eglise 	78790
Flins-sur-Seine 	78410
Follainville-Dennemont 	78520
Fontenay-le-Fleury 	78330
Fontenay-Mauvoisin 	78200
Fontenay-Saint-Père 	78440
Fourqueux 	78112
Freneuse 	78840
Gaillon-sur-Montcient 	78250
Galluis 	78490
Gambais 	78950
Gambaiseuil 	78490
Garancières 	78890
Gargenville 	78440
Gazeran 	78125
Gommecourt 	78270
Goupillières 	78770
Goussonville 	78930
Grandchamp 	78113
Gressey 	78550
Grosrouvre 	78490
Guernes 	78520
Guerville 	78930
Guitrancourt 	78440
Guyancourt 	78280
Hardricourt 	78250
Hargeville 	78790
Herbeville 	78580
Hermeray 	78125
Houdan 	78550
Houilles 	78800
Issou 	78440
Jambville 	78440
Jeufosse 	78270
Jouars-Pontchartrain 	78760
Jouy-en-Josas 	78350
Jouy-Mauvoisin 	78200
Jumeauville 	78580
Juziers 	78820
L'Etang-la-Ville 	78620
La Boissière-Ecole 	78125
La Celle-les-Bordes 	78720
La Celle-Saint-Cloud 	78170
La Falaise 	78410
La Hauteville 	78113
La Queue-les-Yvelines 	78940
La Verrière 	78320
La Villeneuve-en-Chevrie 	78270
Lainville-en-Vexin 	78440
Le Chesnay 	78150
Le Mesnil-le-Roi 	78600
Le Mesnil-Saint-Denis 	78320
Le Pecq 	78230
Le Perray-en-Yvelines 	78610
Le Port-Marly 	78560
Le Tartre-Gaudran 	78113
Le Tertre-Saint-Denis 	78980
Le Tremblay-sur-Mauldre 	78490
Le Vésinet 	78110
Les Alluets-le-Roi 	78580
Les Bréviaires 	78610
Les Clayes-sous-Bois 	78340
Les Essarts-le-Roi 	78690
Les Loges-en-Josas 	78350
Les Mesnuls 	78490
Les Mureaux 	78130
Lévis-Saint-Nom 	78320
Limay 	78520
Limetz-Villez 	78270
Lommoye 	78270
Longnes 	78980
Longvilliers 	78730
Louveciennes 	78430
Magnanville 	78200
Magny-les-Hameaux 	78114
Maisons-Laffitte 	78600
Mantes-la-Jolie 	78200
Mantes-la-Ville 	78711
Marcq 	78770
Mareil-le-Guyon 	78490
Mareil-Marly 	78750
Mareil-sur-Mauldre 	78124
Marly-le-Roi 	78160
Maule 	78580
Maulette 	78550
Maurecourt 	78780
Maurepas 	78310
Médan 	78670
Ménerville 	78200
Méré 	78490
Méricourt 	78270
Meulan 	78250
Mézières-sur-Seine 	78970
Mézy-sur-Seine 	78250
Millemont 	78940
Milon-la-Chapelle 	78470
Mittainville 	78125
Moisson 	78840
Mondreville 	78980
Montainville 	78124
Montalet-le-Bois 	78440
Montchauvet 	78790
Montesson 	78360
Montfort-l'Amaury 	78490
Montigny-le-Bretonneux 	78180
Morainvilliers 	78630
Mousseaux-sur-Seine 	78270
Mulcent 	78790
Neauphle-le-Château 	78640
Neauphle-le-Vieux 	78640
Neauphlette 	78980
Nézel 	78410
Noisy-le-Roi 	78590
Oinville-sur-Montcient 	78250
Orcemont 	78125
Orgerus 	78910
Orgeval 	78630
Orphin 	78125
Orsonville 	78660
Orvilliers 	78910
Osmoy 	78910
Paray-Douaville 	78660
Perdreauville 	78200
Plaisir 	78370
Poigny-la-Forêt 	78125
Poissy 	78300
Ponthévrard 	78730
Porcheville 	78440
Port-Villez 	78270
Prunay-en-Yvelines 	78660
Prunay-le-Temple 	78910
Raizeux 	78125
Rambouillet 	78120
Rennemoulin 	78590
Richebourg 	78550
Rochefort-en-Yvelines 	78730
Rocquencourt 	78150
Rolleboise 	78270
Rosay 	78790
Rosny-sur-Seine 	78710
Sailly 	78440
Saint-Arnoult-en-Yvelines 	78730
Saint-Cyr-l'Ecole 	78210
Saint-Forget 	78720
Saint-Germain-de-la-Grange 	78640
Saint-Germain-en-Laye 	78100
Saint-Hilarion 	78125
Saint-Illiers-la-Ville 	78980
Saint-Illiers-le-Bois 	78980
Saint-Lambert 	78470
Saint-Léger-en-Yvelines 	78610
Saint-Martin-de-Bréthencourt 	78660
Saint-Martin-des-Champs 	78790
Saint-Martin-la-Garenne 	78520
Saint-Nom-la-Bretèche 	78860
Saint-Rémy-l'Honoré 	78690
Saint-Rémy-lès-Chevreuse 	78470
Sainte-Mesme 	78730
Sartrouville 	78500
Saulx-Marchais 	78650
Senlisse 	78720
Septeuil 	78790
Soindres 	78200
Sonchamp 	78120
Tacoignières 	78910
Tessancourt-sur-Aubette 	78250
Thiverval-Grignon 	78850
Thoiry 	78770
Tilly 	78790
Toussus-le-Noble 	78117
Trappes 	78190
Triel-sur-Seine 	78510
Vaux-sur-Seine 	78740
Vélizy-Villacoublay 	78140
Verneuil-sur-Seine 	78480
Vernouillet 	78540
Versailles 	78000
Vert 	78930
Vicq 	78490
Vieille-Eglise-en-Yvelines 	78125
Villennes-sur-Seine 	78670
Villepreux 	78450
Villette 	78930
Villiers-le-Mahieu 	78770
Villiers-Saint-Fréderic 	78640
Viroflay 	78220
Voisins-le-Bretonneux 	78960
La Réunion	353
La Réunion	77292
Bras-Panon 	97412
Cilaos 	97413
Entre-Deux 	97414
L'Etang-Salé 	97427
La Plaine-des-Palmistes 	97431
La Possession 	97419
Le Port 	97420
Le Tampon 	97430
Les Avirons 	97425
Les Trois-Bassins 	97426
Petite-Ile 	97429
Saint-André 	97440
Saint-Benoît 	97470
Saint-Denis 	97400
Saint-Joseph 	97480
Saint-Leu 	97436
Saint-Louis 	97450
Saint-Paul 	97460
Saint-Philippe 	97442
Saint-Pierre 	97410
Sainte-Marie 	97438
Sainte-Rose 	97439
Sainte-Suzanne 	97441
Salazie 	97433
Languedoc-Roussillon	353
Aude	17250
Aigues-Vives 	11800
Airoux 	11320
Ajac 	11300
Alaigne 	11240
Alairac 	11290
Albas 	11360
Albières 	11330
Alet-les-Bains 	11580
Alzonne 	11170
Antugnac 	11190
Aragon 	11600
Argeliers 	11120
Argens-Minervois 	11200
Armissan 	11110
Arques 	11190
Arquettes-en-Val 	11220
Artigues 	11140
Arzens 	11290
Aunat 	11140
Auriac 	11330
Axat 	11140
Azille 	11700
Badens 	11800
Bages 	11100
Bagnoles 	11600
Baraigne 	11410
Barbaira 	11800
Belcaire 	11340
Belcastel-et-Buc 	11580
Belflou 	11410
Belfort-sur-Rebenty 	11140
Bellegarde-du-Razès 	11240
Belpech 	11420
Belvèze-du-Razès 	11240
Belvianes-et-Cavirac 	11500
Belvis 	11340
Berriac 	11000
Bessède-de-Sault 	11140
Bizanet 	11200
Bize-Minervois 	11120
Blomac 	11700
Bouilhonnac 	11800
Bouisse 	11190
Bouisse 	11330
Bouriège 	11300
Bourigeole 	11300
Boutenac 	11200
Bram 	11150
Brenac 	11500
Brézilhac 	11270
Brousses-et-Villaret 	11390
Brugairolles 	11300
Bugarach 	11190
Cabrespine 	11160
Cahuzac 	11420
Cailhau 	11240
Cailhavel 	11240
Cailla 	11140
Cambieure 	11240
Campagna-de-Sault 	11140
Campagne-sur-Aude 	11260
Camplong-d'Aude 	11200
Camps-sur-l'Agly 	11190
Camurac 	11340
Canet 	11200
Capendu 	11700
Carcassonne 	11000
Carlipa 	11170
Cascastel-des-Corbières 	11360
Cassaignes 	11190
Castans 	11160
Castelnau-d'Aude 	11700
Castelnaudary 	11400
Castelreng 	11300
Caudebronde 	11390
Caudeval 	11230
Caunes-Minervois 	11160
Caunette-sur-Lauquet 	11250
Caunettes-en-Val 	11220
Caux-et-Sauzens 	11170
Cavanac 	11570
Caves 	11510
Cazalrenoux 	11270
Cazilhac 	11570
Cenne-Monestiés 	11170
Cépie 	11300
Chalabre 	11230
Citou 	11160
Clermont-sur-Lauquet 	11250
Comigne 	11700
Comus 	11340
Conilhac-Corbières 	11200
Conilhac-de-la-Montagne 	11190
Conques-sur-Orbiel 	11600
Corbières 	11230
Coudons 	11500
Couffoulens 	11250
Couiza 	11190
Counozouls 	11140
Cournanel 	11300
Coursan 	11110
Courtauly 	11230
Coustaussa 	11190
Coustouge 	11220
Cruscades 	11200
Cubières-sur-Cinoble 	11190
Cucugnan 	11350
Cumiès 	11410
Cuxac-Cabardès 	11390
Cuxac-d'Aude 	11590
Davejean 	11330
Dernacueillette 	11330
Donazac 	11240
Douzens 	11700
Duilhac-sous-Peyrepertuse 	11350
Durban-Corbières 	11360
Embres-et-Castelmaure 	11360
Escales 	11200
Escouloubre 	11140
Escueillens-et-Saint-Just-de-Bélengard 	11240
Espéraza 	11260
Espezel 	11340
Fa 	11260
Fabrezan 	11200
Fajac-en-Val 	11220
Fajac-la-Relenque 	11410
Fanjeaux 	11270
Félines-Termenès 	11330
Fendeille 	11400
Fenouillet-du-Razès 	11240
Ferrals-les-Corbières 	11200
Ferran 	11240
Festes-et-Saint-André 	11300
Feuilla 	11510
Fitou 	11510
Fleury-d'Aude 	11560
Floure 	11800
Fontanès-de-Sault 	11140
Fontcouverte 	11700
Fonters-du-Razès 	11400
Fontiers-Cabardès 	11390
Fontiès-d'Aude 	11800
Fontjoncouse 	11360
Fournes-Cabardès 	11600
Fourtou 	11190
Fraisse-Cabardès 	11600
Fraissé-des-Corbières 	11360
Gaja-et-Villedieu 	11300
Gaja-la-Selve 	11270
Galinagues 	11140
Gardie 	11250
Generville 	11270
Gincla 	11140
Ginestas 	11120
Ginoles 	11500
Gourvieille 	11410
Gramazie 	11240
Granès 	11500
Greffeil 	11250
Gruissan 	11430
Gueytes-et-Labastide 	11230
Homps 	11200
Hounoux 	11240
Issel 	11400
Jonquières 	11220
Joucou 	11140
La Bezole 	11300
La Cassaigne 	11270
La Courtète 	11240
La Digne-d'Amont 	11300
La Digne-d'Aval 	11300
La Fajolle 	11140
La Force 	11270
La Louvière-Lauragais 	11410
La Palme 	11480
La Pomarède 	11400
La Redorte 	11700
La Serpent 	11190
La Tourette-Cabardès 	11380
Labastide-d'Anjou 	11320
Labastide-en-Val 	11220
Labastide-Esparbairenque 	11380
Labécède-Lauragais 	11400
Lacombe 	11310
Ladern-sur-Lauquet 	11250
Lafage 	11420
Lagrasse 	11220
Lairière 	11330
Lanet 	11330
Laprade 	11390
Laroque-de-Fa 	11330
Lasbordes 	11400
Lasserre-de-Prouille 	11270
Lastours 	11600
Laurabuc 	11400
Laurac 	11270
Lauraguel 	11300
Laure-Minervois 	11800
Lavalette 	11290
Le Bousquet 	11140
Le Clat 	11140
Les Brunels 	11400
Les Cassés 	11320
Les Ilhes 	11380
Les Martys 	11390
Lespinassière 	11160
Leuc 	11250
Leucate 	11370
Lézignan-Corbières 	11200
Lignairolles 	11240
Limousis 	11600
Limoux 	11300
Loupia 	11300
Luc-sur-Aude 	11190
Luc-sur-Orbieu 	11200
Magrie 	11300
Mailhac 	11120
Maisons 	11330
Malras 	11300
Malves-en-Minervois 	11600
Malviès 	11300
Marcorignan 	11120
Marquein 	11410
Marsa 	11140
Marseillette 	11800
Mas-Cabardès 	11380
Mas-des-Cours 	11570
Mas-Saintes-Puelles 	11400
Massac 	11330
Mayreville 	11420
Mayronnes 	11220
Mazerolles-du-Razès 	11240
Mazuby 	11140
Mérial 	11140
Mézerville 	11410
Miraval-Cabardes 	11380
Mirepeisset 	11120
Mireval-Lauragais 	11400
Missègre 	11580
Molandier 	11420
Molleville 	11410
Montauriol 	11410
Montazels 	11190
Montbrun-des-Corbières 	11700
Montclar 	11250
Montferrand 	11320
Montfort-sur-Boulzane 	11140
Montgaillard 	11330
Montgradail 	11240
Monthaut 	11240
Montirat 	11800
Montjardin 	11230
Montjoi 	11330
Montlaur 	11220
Montmaur 	11320
Montolieu 	11170
Montréal 	11290
Montredon-des-Corbières 	11100
Montséret 	11200
Monze 	11800
Moussan 	11120
Moussoulens 	11170
Mouthoumet 	11330
Moux 	11700
Narbonne 	11100
Narbonne-Plage 	11100
Nébias 	11500
Névian 	11200
Niort-de-Sault 	11140
Ornaisons 	11200
Orsans 	11270
Ouveillan 	11590
Padern 	11350
Palairac 	11330
Palaja 	11570
Paraza 	11200
Pauligne 	11300
Payra-sur-l'Hers 	11410
Paziols 	11350
Pech-Luna 	11420
Pécharic-et-le-Py 	11420
Pennautier 	11610
Pépieux 	11700
Pexiora 	11150
Peyrefitte-du-Razès 	11230
Peyrefitte-sur-l'Hers 	11420
Peyrens 	11400
Peyriac-de-Mer 	11440
Peyriac-Minervois 	11160
Peyrolles 	11190
Pezens 	11170
Pieusse 	11300
Plaigne 	11420
Plavilla 	11270
Pomas 	11250
Pomy 	11300
Port-la-Nouvelle 	11210
Portel-des-Corbières 	11490
Pouzols-Minervois 	11120
Pradelles-Cabardès 	11380
Pradelles-en-Val 	11220
Preixan 	11250
Puginier 	11400
Puichéric 	11700
Puilaurens 	11140
Puivert 	11230
Quillan 	11500
Quintillan 	11360
Quirbajou 	11500
Raissac-d'Aude 	11200
Raissac-sur-Lampy 	11170
Rennes-le-Château 	11190
Rennes-les-Bains 	11190
Ribaute 	11220
Ribouisse 	11270
Ricaud 	11400
Rieux-en-Val 	11220
Rieux-Minervois 	11160
Rivel 	11230
Rodome 	11140
Roquecourbe-Minervois 	11700
Roquefère 	11380
Roquefeuil 	11340
Roquefort-de-Sault 	11140
Roquefort-des-Corbières 	11540
Roquetaillade 	11300
Roubia 	11200
Rouffiac-d'Aude 	11250
Rouffiac-des-Corbières 	11350
Roullens 	11290
Routier 	11240
Rouvenac 	11260
Rustiques 	11800
Saint-Amans 	11270
Saint-André-de-Roquelongue 	11200
Saint-Benoît 	11230
Saint-Couat-d'Aude 	11700
Saint-Couat-du-Razès 	11300
Saint-Denis 	11310
Saint-Ferriol 	11500
Saint-Frichoux 	11800
Saint-Gaudéric 	11270
Saint-Hilaire 	11250
Saint-Jean-de-Barrou 	11360
Saint-Jean-de-Paracol 	11260
Saint-Julia-de-Bec 	11500
Saint-Julien-de-Briola 	11270
Saint-Just-et-le-Bézu 	11500
